RegionID,SizeRank,RegionName,RegionType,StateName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31
102001,0,United States,country,,0.2283363606031732,0.25376286629160455,0.27628649470205957,0.28855330513118743,0.2863913136845491,0.2709522720638485,0.24804635231917002,0.22758067031715504,0.21059089816207557,0.1961283883916769,0.181995735485292,0.17958351749686266,0.18977524567112194,0.2132899143921407,0.23590040155344183,0.25254118398302755,0.2564530207577782,0.24917393024371826,0.23612196379034145,0.2241865290587606,0.2150477518883448,0.20566712546923252,0.19487985785258158,0.1955270962746641,0.21427176586034327,0.24643534144453896,0.2621828141149379,0.2690639074187562,0.2773528564017331,0.30131281271731136,0.32578690366521007,0.3424713647117195,0.3530728077925586,0.3528966926197541,0.3470874497845948,0.3481204790965109,0.37450736490488695,0.4272435588903846,0.48652706736221935,0.5351650860296137,0.5567702260993764,0.5504065923707174,0.5215170478905368,0.4874866807973964,0.4618580417109737,0.44629424289840003,0.43561547168504866,0.44549861143908936,0.48207413800581905,0.5385778807389737,0.5803387244708866,0.5870480596877107,0.5496419171652351,0.47916915162425583,0.40077823260421314,0.3395828725027726,0.30144134315439913,0.27216815874343925,0.24541942530432329,0.23684517777790748,0.2567774033238586,0.3020401895352283,0.3505048808248035,0.38813607092761887,0.4039410863595239,0.3983604383285196
394913,1,"New York, NY",msa,NY,0.19723031164953397,0.20037706815031311,0.2097271861598836,0.22797244891254329,0.2406792592948187,0.24953534995155355,0.23810615397627652,0.22519868700351844,0.20557086746157438,0.1952857575558753,0.182474852478436,0.17676479616382645,0.1728784401369452,0.17667996981810893,0.19180766361424353,0.2061500323304575,0.2206336596580607,0.2218037317097332,0.2113341499743443,0.20079499659630398,0.19112972430543196,0.19193444161379128,0.1879095665213556,0.18538001345435054,0.1890031895895917,0.21152344289113176,0.23120537632768434,0.24130084780581743,0.251390854301561,0.28638244240813515,0.3308018857745715,0.366995350611035,0.38319558415476207,0.3910133078898676,0.3868106505781023,0.37447834395404994,0.36654913904631775,0.378726417299674,0.41527984327857176,0.4628834665401864,0.5000112707508834,0.5188032115072598,0.5115275083241965,0.49244197758042824,0.46892157286934694,0.4548529074904481,0.44214248718277743,0.4327179084572868,0.4354932595349626,0.4705960710044481,0.519224975883353,0.5673156617525131,0.582950008807709,0.5738379612998453,0.5363907775895495,0.48579377330164925,0.44197415936654477,0.408273102112759,0.3769760049229554,0.34752377362244163,0.3455765113629561,0.38151829180298086,0.44116702283991865,0.5027630975113325,0.5487645598493965,0.5710065387762326
753899,2,"Los Angeles, CA",msa,CA,0.4011290639675269,0.4343209622153867,0.45387936473976515,0.45453148784921577,0.4425120375001466,0.4214042344756384,0.3932220396422205,0.3630086097346678,0.33719848585082013,0.31634803731370725,0.29398422256443296,0.2829348856525025,0.2875689957634378,0.31408148098693134,0.3374325238896268,0.3543758090412628,0.35583565383911103,0.3544035827329181,0.3472630933559553,0.34579899676343623,0.3455339552537339,0.34579689010171705,0.33672867285982494,0.34724216984713524,0.38299631086605074,0.4299608677138514,0.4248946482798159,0.3936997373510338,0.38111226794480496,0.41077518683625375,0.45495893059563214,0.484061751802254,0.5079016533434743,0.5193547922213573,0.5198292776026308,0.523980432591233,0.552052429355279,0.6030665140794874,0.6484952847482219,0.6790474673903976,0.6936613292925632,0.6935206221327972,0.6782568577885844,0.6609408001229986,0.6526647013747737,0.6513229746889849,0.6476642624643071,0.6641958140663103,0.6995057161993742,0.7414446658539591,0.7591566320308414,0.7399093609402815,0.6751401905797686,0.5760623866378313,0.4772873806149878,0.4098417399108058,0.37248935881063955,0.34254352536098603,0.3141640702177661,0.31692164788750216,0.3521414882194182,0.4228960579164401,0.48765633585744617,0.5409758775298321,0.5719989647700982,0.5825418504996639
394463,3,"Chicago, IL",msa,IL,0.15615050573756362,0.17710289625244602,0.20027452572889795,0.21438222784941754,0.2150318928746576,0.2028198783165336,0.1866520219633436,0.17321292935820262,0.1610989378508663,0.1495281013859984,0.13798214417913224,0.13624796014871268,0.1492626292578679,0.16964361251491866,0.18971299027770205,0.19682033397705403,0.1994296963712184,0.19281816693995746,0.18511062693124314,0.17503021657265436,0.16480812600658168,0.152129098110904,0.1422350760735822,0.138327562010467,0.14894630498946548,0.16657994288611985,0.1794954387948506,0.18671246818557344,0.19951212748369537,0.2214425197095009,0.24454060817417878,0.25867236997146453,0.26516674616303854,0.2660749967536332,0.2609611285716094,0.2637085406059452,0.2869735614203541,0.340207851747524,0.410369824205838,0.46946967575748927,0.495540102832513,0.4834207850284693,0.4460144767356189,0.4041652903875647,0.3707815244724883,0.3536224703647945,0.33564900834580885,0.3467795045555908,0.38844151223098344,0.46817465835522065,0.536046258025066,0.5714296190627176,0.5563322236492042,0.49683818229189775,0.41529361465518205,0.3462705415192147,0.3056289535333198,0.27713854302797747,0.2578268924489474,0.2581019533466798,0.2984828819519343,0.365956719560334,0.4358519836890616,0.48670207094100243,0.5081508845115507,0.49832893949343654
394514,4,"Dallas, TX",msa,TX,0.2699238746834985,0.3041086103061426,0.32708254514306495,0.3316103725420974,0.31819521333885076,0.28850597172952896,0.2588253018811868,0.23152024286614173,0.21421799294396707,0.1985558993422685,0.18397443484367781,0.1822290829893417,0.19011739411038384,0.2126350000642375,0.22621946118711223,0.23408828849290406,0.23089998932508973,0.22273458125332635,0.20832365906535866,0.19593749157883475,0.18599799604611889,0.1800533639965758,0.1716390095755621,0.17674766639458792,0.19317982131674305,0.21739000876256886,0.2262470310667579,0.23623937984569587,0.24815352119467607,0.27368481716165666,0.29312337750890033,0.30610056524274937,0.3166533064337884,0.32191304395028014,0.32963570805872927,0.3593950246048312,0.4146782707125518,,0.581782848766852,0.6454309375063582,0.6673554831657785,0.6565011522172256,0.6181493688734351,0.5748235152951252,0.5437035323439039,0.5319205582146737,0.530565288874801,0.5537976404165099,0.6089588295187811,0.6798385966415892,0.7254749169487767,0.721183968862002,0.6581703713940925,0.5429221884427364,0.4135132146766989,0.3119478036375732,0.25565175750701175,0.22004464940479498,0.1907798645477862,0.18544169138015568,0.21597209781668095,0.2764174390549152,0.32767208807032683,0.35123975385516887,0.34555520091814756,0.31571324693553426
394692,5,"Houston, TX",msa,TX,0.1391275238940499,0.15645702760931657,0.16979546141259394,0.1767299368748891,0.17153199798308302,0.1637239690738114,0.15125159055420026,0.14138330167496882,0.13515542064496786,0.13128561696761773,0.1293864707490064,0.13171920762086273,0.1327434453609946,0.14455969881475572,0.15126281917162454,0.16173807526390915,0.15974601788380857,0.15042182308179308,0.1421642637964143,0.13326750348490954,0.1360658014356706,0.13022167570971746,0.12740788588208302,0.12466140613633137,0.13334298102301526,0.14980160831489106,0.15596412010437583,0.1607316911023133,0.16732157744459494,0.18084942285819908,0.18997170368696456,0.19501523936833473,0.20287093731993,0.20779674099228918,0.2124723880067849,0.219562859910448,0.25184829577311807,,,,,0.4662772448338896,0.4288024632629381,0.3891800755755246,0.36176353134985123,0.35109906266475216,0.3536083822315539,0.37105740037944646,0.4127069600069138,0.46519727245741455,0.5123679904178634,0.5239191379541884,0.4905068409305137,0.41532238386532266,0.3206872882633169,0.24538585570974233,0.1977011852137878,0.17810008936143232,0.15820939408131054,0.15482928249529102,0.16741056298869295,0.20242389039928174,0.23422146451116885,0.2554924970572045,0.25795703289746985,0.2449875183428493
395209,6,"Washington, DC",msa,VA,0.25885602686051956,0.31082519629273675,0.3325487305370829,0.34731004798508897,0.32527422617614804,0.30155673666066846,0.27375507362983237,0.2630412805110418,0.25054942782437656,0.24175629789927058,0.22666933225920763,0.23618918415083714,0.26645983390277483,0.31403655227095045,0.3436092398683581,0.35147986704963047,0.33277343073941595,0.30934335576037436,0.28644703097469,0.2779592609712979,0.27423014012094704,0.2731636033543067,0.2576783499838597,0.26979435872998664,0.3136728282854376,0.3733741321289122,0.38047514195121884,0.3714057997334792,0.3719274762940117,0.4040843370083189,0.4369575078807923,0.463119351503631,0.48203778488238874,0.4776507230152072,0.4644528150478317,0.47216686153591536,0.5167660389436796,0.5744805709867508,0.6285475164087702,0.6470990302171934,0.6355441855012584,0.5863748493154753,0.5349526491210072,0.49168466747085554,0.4649197758569182,0.4484723727168329,0.4419000102342569,0.4819681814036702,0.5531922344254685,0.6356079593361225,0.6718592888584207,0.6507584198763531,0.5835528301359839,0.4859316194177585,0.40668645823347477,0.35607592911630176,0.3309223160920704,0.3025725525524956,0.27620626443798635,0.296462127639735,0.3621805909932449,0.45316152823208594,0.5214235544079963,0.5531516387908235,0.5544166549557529,0.5305003145228228
394974,7,"Philadelphia, PA",msa,PA,0.18314283561356712,0.1947852604124247,0.2099935526570722,0.2184163098579327,0.22459284273943222,0.22148787275876888,0.20894210247576547,0.19659622521981154,0.18563488988821056,0.17616708032088443,0.1689674090296354,0.1573569353389007,0.16381252861472842,0.17901430957971054,0.21404014564831056,0.23464141975936004,0.24753732611548196,0.2368287466001651,0.2219665871749036,0.2078599059738289,0.2039616199740363,0.19854735383568048,0.1889329975167994,0.18723690925453843,0.2057281371102665,0.2374374354987098,0.25800592488559076,0.2596551818625869,0.2688715761658468,0.2967346850806508,0.33692700060495895,0.36274103902657223,0.3799486457242835,0.3796112309480428,0.37339158478053847,0.36401120242228296,0.3829860116375366,0.4226464871044307,0.47568944637330973,0.518751134761564,0.5455980525252221,0.5442897903786782,0.5215556286755186,0.48665111365003605,0.46042185540486913,0.44657431108815665,0.4404472767208858,0.43790106618524294,0.4584562337836953,0.507345767839864,0.5625932194196904,0.5967183865794745,0.5878865413151718,0.5543310637049766,0.4930381014169977,0.44674560639032546,0.4073396000853644,0.3738796253292945,0.33535685598460735,0.3202097527021751,0.3472766867699973,0.40685258068687064,0.46201843537230314,0.5057467053832805,0.5261306720757322,0.532952481951515
394856,8,"Miami, FL",msa,FL,0.07536544462763645,0.08138289763876035,0.08494456699660409,0.08868159106609745,0.08776287943301848,0.08541230612917433,0.08540291065597867,0.08125702656214139,0.07874969080969513,0.07548594279038094,0.07187165011339787,0.07035196797272246,0.06719797845387725,0.07080990911956044,0.0723571905053965,0.07835678786040534,0.08154239132499709,0.08376442919673216,0.08083971813049616,0.08026659645650606,0.07981122638975453,0.08108043179271657,0.07759354372352244,0.07487540427058009,0.07707328139400815,0.08283179209042098,0.08443735094628686,0.08649280164816907,0.09238928609095694,0.10416542978691325,0.11901367280963908,0.13216523250441217,,0.14570208145526278,0.14219476950118867,0.13816442285598238,0.14679712386955052,0.16668284484030652,0.20071057995511862,0.23621900853212496,0.2714127974638507,0.2866343291833094,0.28665731649798243,0.27352201886908906,0.2681551121635349,0.27034358357095917,0.27120896350730567,0.2841413728682755,0.3144893887197083,0.36331000006604425,0.4036586703111779,0.41138298631890446,0.3920938692469576,0.3387572129282545,0.27815303815456605,0.22009408415021559,0.18216676849893199,0.15509446630477638,0.1311698439244565,0.12123316321926657,0.12248010042027709,0.13778470178020874,0.1507744911047744,0.16535761798473267,0.17904285763274533,0.18382412734907996
394347,9,"Atlanta, GA",msa,GA,0.19402978255588513,0.22835505958730784,0.2543700411001636,0.26651856170846727,0.2612781871689614,0.24316844843932053,0.22481217148843335,0.20671105119753205,0.1911495149655754,0.17958458914192996,0.16856513495893685,0.17099399567581072,0.17641260709420079,0.1947278321541697,0.2097711818352176,0.22095477730752977,0.22116607477412412,0.21289336558818042,0.20209923936622212,0.19260629193345466,0.18370123333112118,0.17533509075665196,0.16661607361622435,0.16762300636423522,0.18377069850792993,0.211412239310953,0.23318720198819096,0.23622539121458816,0.24247062445638212,0.25482783465008874,0.2818358308310172,0.3016726403176339,0.3153461894456345,0.33128895195542746,0.3344449148850639,0.3537582413644638,0.388106177605592,0.4552419117688684,0.5191821076925748,0.5633582710776887,0.5809586425937229,0.5770429468942054,0.5556441442969894,0.5280904753705244,0.5093980918304325,0.5042559354352402,0.4959731643604898,0.5123599476517484,0.5454871880386779,0.6046936897938749,0.6433426354521354,0.6472536283796236,0.603839657554465,0.5120007833001757,0.4091746448984969,0.32793988631024434,0.27200335165340866,0.23780172389630105,0.2066182231851091,0.20805798365560316,0.235153510444251,0.2921449783441721,0.3464241718799866,0.38280009215631483,0.3878041091701861,0.3692456638216129
